Advertiser,Date,Device,Type,First Seen,Last Seen,Link to Creative,Spend,Impressions
Window Nation,3/1/2025,Desktop Display,Image,4/13/2022,3/19/2025,https://s3.amazonaws.com/YM_Ads/a6KeO_at52Y-QN21qPV0Mw.png,157.1744,11792
Window Nation,3/1/2025,OTT,Video,7/2/2024,5/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/efb1afc18e869ff1/media,21151.7515,853964
Window Nation,3/1/2025,OTT,Video,7/2/2024,5/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/20832f6e0486a6a2/media,81055.72,3234248
Window Nation,3/1/2025,YouTube,Video,7/22/2024,5/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/20832f6e0486a6a2/media,430.4223,30718
"Window World, Inc.",3/1/2025,YouTube,Video,2/12/2025,3/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/dcddcb123911a573/media,318.1341,45409
"Window World, Inc.",3/1/2025,OTT,Video,3/6/2025,3/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/e522c39b1247411a/media,11052.8275,447728
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,12/25/2024,4/16/2025,,9465.8096,1309902
"Window World, Inc.",3/1/2025,OTT,Video,3/18/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/7a82234274f7a3e5/media,3493.1404,141029
"Window World, Inc.",3/1/2025,Mobile Display,Image,3/15/2025,3/28/2025,https://s3.amazonaws.com/YM_Ads/vimS1LqL5MMh0U_gw87fMQ.jpg,249.7675,73380
"Window World, Inc.",3/1/2025,YouTube,Video,2/10/2025,5/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a87182f81dc26a12/media,1545.8037,110321
"Window World, Inc.",3/1/2025,Mobile Display,Image,1/7/2025,5/27/2025,https://s3.amazonaws.com/YM_Ads/R4buSj-XF49n1Q21Vf4cWQ.jpg,29.6107,11835
"Window World, Inc.",3/1/2025,YouTube,Video,4/10/2023,3/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/46d35b36fa39c90a/media,457.3499,32640
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,2/23/2025,4/8/2025,,2232.5074,308939
"Window World, Inc.",3/1/2025,Desktop Display,Image,8/1/2022,5/25/2025,https://s3.amazonaws.com/YM_Ads/1SqzKqhuMmwBB56QBkj94A.jpg,18.0636,5979
"Window World, Inc.",3/1/2025,OTT,Video,1/22/2024,5/7/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3744d8bbb5627cbf/media,7736.4463,312345
"Window World, Inc.",3/1/2025,OTT,Video,5/4/2022,3/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/89a117ba9e1d11b3/media,6329.8604,255556
"Window World, Inc.",3/1/2025,Mobile Display,Image,11/7/2024,3/26/2025,https://s3.amazonaws.com/YM_Ads/Zd8bbTTIxgfH_iS-evOYVg.jpg,53.3632,14416
"Window World, Inc.",3/1/2025,YouTube,Video,2/10/2025,3/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d0545384206db01f/media,224.2215,16002
"Window World, Inc.",3/1/2025,OTT,Video,4/22/2024,3/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/77f92e24b208cff4/media,3562.4514,143828
"Window World, Inc.",3/1/2025,Mobile Display,Image,10/9/2024,3/14/2025,https://s3.amazonaws.com/YM_Ads/AwlS2hGEEUvEfJzSuhJgBw.jpg,15.6084,4805
"Window World, Inc.",3/1/2025,YouTube,Video,2/12/2025,5/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f06f729cde6c3b4c/media,765.136,109213
"Window World, Inc.",3/1/2025,YouTube,Video,2/24/2025,5/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/e24544e4d0c64c1e/media,554.3616,79127
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,3/8/2025,5/7/2025,,285.1203,39456
"Window World, Inc.",3/1/2025,Facebook,Link Post,9/4/2023,5/14/2025,https://s3.amazonaws.com/YM_Ads/3426311549101697446.png,278.4077,38527
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,3/3/2025,3/6/2025,,7783.6917,1077125
"Window World, Inc.",3/1/2025,Desktop Display,Image,1/7/2025,5/27/2025,https://s3.amazonaws.com/YM_Ads/nSZQDeiCkCQrUm0p-6b0VA.jpg,319.4405,88380
"Window World, Inc.",3/1/2025,OTT,Video,5/29/2024,5/11/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1c10fecf67994dd0/media,9141.3035,369064
"Window World, Inc.",3/1/2025,Desktop Display,Image,1/7/2025,5/27/2025,https://s3.amazonaws.com/YM_Ads/R4buSj-XF49n1Q21Vf4cWQ.jpg,130.6692,32138
"Window World, Inc.",3/1/2025,OTT,Video,3/3/2025,3/12/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/790c5bc703bc1360/media,1451.709,46828
"Window World, Inc.",3/1/2025,Mobile Display,Image,3/5/2025,5/10/2025,https://s3.amazonaws.com/YM_Ads/CdvmyOIpN_XRFHJUf0lD_w.jpg,414.8862,158960
"Window World, Inc.",3/1/2025,Desktop Display,Image,3/15/2025,3/28/2025,https://s3.amazonaws.com/YM_Ads/vimS1LqL5MMh0U_gw87fMQ.jpg,1445.8972,189874
"Window World, Inc.",3/1/2025,YouTube,Video,3/10/2025,4/19/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/95666efff8d7cae7/media,446.9787,31900
"Window World, Inc.",3/1/2025,Desktop Display,Image,10/9/2024,3/14/2025,https://s3.amazonaws.com/YM_Ads/AwlS2hGEEUvEfJzSuhJgBw.jpg,132.5888,8766
"Window World, Inc.",3/1/2025,Desktop Display,Image,11/9/2024,3/22/2025,https://s3.amazonaws.com/YM_Ads/DsXaH4AuG4I3UvkRK_KL4A.jpg,69.2661,14728
"Window World, Inc.",3/1/2025,Mobile Display,Image,1/7/2025,5/27/2025,https://s3.amazonaws.com/YM_Ads/nSZQDeiCkCQrUm0p-6b0VA.jpg,353.1769,105093
"Window World, Inc.",3/1/2025,Desktop Display,Image,3/5/2025,5/10/2025,https://s3.amazonaws.com/YM_Ads/CdvmyOIpN_XRFHJUf0lD_w.jpg,171.7205,41064
"Window World, Inc.",3/1/2025,YouTube,Video,3/23/2025,3/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b90af3e58bdd1170/media,106.8727,15255
"Window World, Inc.",3/1/2025,OTT,Video,3/10/2025,3/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9fbb82d8f718ebee/media,5995.1565,242044
"Window World, Inc.",3/1/2025,OTT,Video,11/8/2021,3/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c8734b3e9df37719/media,6706.9766,291198
"Window World, Inc.",3/1/2025,Mobile Display,Image,11/7/2024,3/26/2025,https://s3.amazonaws.com/YM_Ads/2mfo98bolzirGnH7V9wE-Q.jpg,169.8319,45889
"Window World, Inc.",3/1/2025,OTT,Video,1/30/2024,5/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/fccae088f1866848/media,7736.4463,312345
"Window World, Inc.",3/1/2025,OTT,Video,3/2/2025,5/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/44e1b183972b77c9/media,4396.7393,177511
"Window World, Inc.",3/1/2025,Mobile Display,Image,1/31/2024,3/20/2025,https://s3.amazonaws.com/YM_Ads/WqaRTrV3fyhs8EFma_KiqA.jpg,19.3954,2344
"Window World, Inc.",3/1/2025,Mobile Display,Image,11/9/2024,3/22/2025,https://s3.amazonaws.com/YM_Ads/DsXaH4AuG4I3UvkRK_KL4A.jpg,38.1808,11532
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,2/14/2025,5/22/2025,,277.4948,38400
"Window World, Inc.",3/1/2025,OTT,Video,3/20/2025,3/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b48e17daf28f9a34/media,4137.4701,149772
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,5/12/2024,3/22/2025,,3618.8766,500786
"Window World, Inc.",3/1/2025,OTT,Video,3/21/2025,4/4/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6c35be0f1c135e1a/media,15511.3955,626245
"Window World, Inc.",3/1/2025,OTT,Video,1/26/2024,3/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/60c1cecc9f2b77a9/media,3001.572,121183
"Window World, Inc.",3/1/2025,Instagram,Story Post,4/20/2020,5/25/2025,,133.8107,16563
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,4/18/2024,5/25/2025,,565.8857,78308
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,4/17/2024,5/26/2025,,846.0207,117075
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,2/16/2025,5/25/2025,,563.5255,77982
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,8/14/2024,3/14/2025,,8697.4886,1203581
"Window World, Inc.",3/1/2025,OTT,Video,2/20/2025,5/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c4e6159bd25eb202/media,20270.1528,905110
"Window World, Inc.",3/1/2025,Desktop Display,Image,8/1/2022,6/1/2025,https://s3.amazonaws.com/YM_Ads/Om5eH9RdRXMaiuOo_FQ8ZA.jpg,80.8228,26568
"Window World, Inc.",3/1/2025,YouTube,Video,4/12/2023,5/18/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/59516f06f1416f07/media,1078.3357,76959
"Window World, Inc.",3/1/2025,OTT,Video,4/3/2024,3/2/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0c5072b0b649c398/media,13190.2178,532533
"Window World, Inc.",3/1/2025,Facebook,Link Post,7/18/2023,5/29/2025,https://s3.amazonaws.com/YM_Ads/-2857191639238283583.png,2734.2254,378370
"Window World, Inc.",3/1/2025,YouTube,Video,3/10/2025,5/11/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/79f84cb87bb2ffe1/media,112.7248,16090
"Window World, Inc.",3/1/2025,Mobile Display,Image,2/16/2024,3/20/2025,https://s3.amazonaws.com/YM_Ads/uII8HuD1uN24ii0CwieMiA.jpg,25.2546,2344
"Window World, Inc.",3/1/2025,OTT,Video,3/14/2025,3/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/dc6cbfac1b030985/media,17871.4893,808269
"Window World, Inc.",3/1/2025,YouTube,Video,3/17/2025,3/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bfe309cf498ad3a2/media,1085.2018,77447
"Window World, Inc.",3/1/2025,Mobile Display,Image,8/1/2022,6/1/2025,https://s3.amazonaws.com/YM_Ads/Om5eH9RdRXMaiuOo_FQ8ZA.jpg,328.3152,55634
"Window World, Inc.",3/1/2025,Mobile Display,Image,1/13/2025,5/29/2025,https://s3.amazonaws.com/YM_Ads/9KM7XeWuGPgelqKzmwKeFA.jpg,233.7869,98003
"Window World, Inc.",3/1/2025,YouTube,Video,3/1/2025,5/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a94eb0a1397ee457/media,1097.5919,78334
"Window World, Inc.",3/1/2025,Facebook,Photo Post,3/19/2025,3/19/2025,https://s3.amazonaws.com/YM_Ads/-2063824182302793342.png,556.8153,77054
"Window World, Inc.",3/1/2025,Desktop Display,Image,3/15/2025,3/28/2025,https://s3.amazonaws.com/YM_Ads/KQORkV-O_JIvpOjEjGzqGg.jpg,3759.4082,622375
"Window World, Inc.",3/1/2025,Mobile Display,Image,8/1/2022,4/19/2025,https://s3.amazonaws.com/YM_Ads/vfhIa3duyrXIce1VVqrvzA.jpg,31.5534,13460
"Window World, Inc.",3/1/2025,OTT,Video,3/18/2025,4/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f4c6b75fced37746/media,1907.5732,68996
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,6/22/2023,5/30/2025,,842.4731,116584
"Window World, Inc.",3/1/2025,YouTube,Video,3/3/2025,5/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/8b6404752bf96f36/media,974.8675,139149
"Window World, Inc.",3/1/2025,OTT,Video,2/11/2025,3/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/0345e2289c454942/media,8877.8735,358428
"Window World, Inc.",3/1/2025,OTT,Video,3/14/2025,5/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/613b16f1006dd12a/media,17871.4893,808269
"Window World, Inc.",3/1/2025,OTT,Video,3/7/2025,4/26/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3679996a0913a82a/media,7736.4463,312345
"Window World, Inc.",3/1/2025,OTT,Video,10/4/2021,4/19/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/07c07ce2163e25e2/media,3059.1707,123508
"Window World, Inc.",3/1/2025,Instagram,Story Post,11/15/2022,3/5/2025,,147.9605,18315
"Window World, Inc.",3/1/2025,OTT,Video,2/11/2025,5/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/dcddcb123911a573/media,27259.0082,1236829
"Window World, Inc.",3/1/2025,Instagram,Photo Post,5/12/2024,3/10/2025,https://s3.amazonaws.com/YM_Ads/7883182459032013792.png,140.6608,17411
"Window World, Inc.",3/1/2025,YouTube,Video,3/29/2025,4/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6ad8c6756065e9a5/media,463.1481,33054
"Window World, Inc.",3/1/2025,YouTube,Video,1/23/2025,3/7/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/22a3a7ed4009a6ce/media,110.3981,15758
"Window World, Inc.",3/1/2025,Instagram,Unknown Post Type,4/16/2024,4/19/2025,,135.0335,16714
"Window World, Inc.",3/1/2025,Instagram,Story Post,8/18/2024,4/26/2025,,275.6943,34125
"Window World, Inc.",3/1/2025,Facebook,Unknown Post Type,5/30/2024,5/31/2025,,41965.1922,5807240
"Window World, Inc.",3/1/2025,OTT,Video,1/15/2025,5/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/3c758d8bf95f4c1a/media,4396.7393,177511
"Window World, Inc.",3/1/2025,OTT,Video,3/31/2025,4/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c972770814dc6f77/media,519.9892,16773
"Window World, Inc.",3/1/2025,OTT,Video,1/27/2024,4/16/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/076f6c1cfe5659b4/media,7736.4463,312345
"Window World, Inc.",3/1/2025,YouTube,Video,2/18/2023,5/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1b9de9129352f4d3/media,442.0298,63094
"Window World, Inc.",3/1/2025,OTT,Video,3/4/2025,3/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d8e308a23dd35675/media,7603.5166,306978
WindowWorks,3/1/2025,OTT,Video,3/8/2025,5/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/dc1b790f8bbd84e0/media,30619.125,1236190
WindowWorks,3/1/2025,OTT,Video,3/5/2025,5/19/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/aaf3d9b99f365a46/media,33048.2536,1331131
Your Home Improvement Company,3/1/2025,Facebook,Unknown Post Type,2/3/2025,3/22/2025,,282.8317,39139
Andersen Corporation,4/1/2025,YouTube,Video,3/2/2025,4/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/166cfbbece348f09/media,174.7583,113064
Andersen Corporation,4/1/2025,YouTube,Video,4/3/2025,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ff0d0403acefcca9/media,1575.6834,1019405
Andersen Corporation,4/1/2025,YouTube,Video,4/5/2025,4/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4513d5d8aac3fa83/media,908.5511,587800
Andersen Corporation,4/1/2025,YouTube,Video,4/3/2025,4/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/731d84c4191f9c2f/media,1520.8886,983959
Andersen Corporation,4/1/2025,OTT,Video,4/15/2025,5/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/2efd15b089bf5fc7/media,2872.646,85792
Andersen Corporation,4/1/2025,OTT,Video,4/13/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/962a237a445e91c3/media,24862.0203,1007592
Andersen Corporation,4/1/2025,OTT,Video,4/7/2025,4/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4ee63d3c43e2f0fb/media,5586.2699,178450
Andersen Corporation,4/1/2025,YouTube,Video,4/13/2025,4/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/508efcbed235b430/media,77.934,50420
Andersen Corporation,4/1/2025,OTT,Video,3/9/2025,4/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b0cc39996f2d4dd9/media,5336.0894,223690
Andersen Corporation,4/1/2025,Facebook,Photo Post,4/20/2025,5/29/2025,https://s3.amazonaws.com/YM_Ads/-1054322204344720824.png,262.9816,39468
Andersen Corporation,4/1/2025,YouTube,Video,4/3/2025,4/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/8883a56d5a865e04/media,982.9006,635898
Andersen Corporation,4/1/2025,Instagram,Story Post,1/24/2024,6/1/2025,,130.2097,17149
Andersen Corporation,4/1/2025,Instagram,Reel Post,1/24/2024,6/1/2025,,128.5909,16936
Andersen Corporation,4/1/2025,Instagram,Reel Post,6/6/2024,4/15/2025,https://s3.amazonaws.com/YM_Ads/2004453920421339217.png,271.4599,35752
Andersen Corporation,4/1/2025,OTT,Video,4/22/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9265851d0c8c831e/media,20828.5662,810867
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/a75c786de62d5e42/media,394.068,254948
Andersen Corporation,4/1/2025,Facebook,Link Post,7/31/2024,5/31/2025,https://s3.amazonaws.com/YM_Ads/-4010716692669508989.png,1119.6519,168039
Andersen Corporation,4/1/2025,Facebook,Photo Post,3/3/2025,5/6/2025,https://s3.amazonaws.com/YM_Ads/-613594358822798978.png,31151.8158,4675289
Andersen Corporation,4/1/2025,YouTube,Video,4/29/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d2a548ada6249833/media,24.7609,16019
Andersen Corporation,4/1/2025,YouTube,Video,3/25/2025,4/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bd5d32e9b9bc06a0/media,24.9655,16152
Andersen Corporation,4/1/2025,OTT,Video,2/4/2025,4/3/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/52bdb1a1c3d80605/media,3207.3557,134453
Andersen Corporation,4/1/2025,YouTube,Video,4/5/2025,4/18/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/69e8e44c60d27209/media,271.9851,175965
Andersen Corporation,4/1/2025,YouTube,Video,2/11/2025,4/7/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/1bf5d2f3ced7c267/media,49.0241,31716
Andersen Corporation,4/1/2025,Facebook,Photo Post,12/24/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/2162815555848018005.png,838.0689,125779
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/18/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/42ed231d928b11a1/media,518.4548,335424
Andersen Corporation,4/1/2025,YouTube,Video,4/4/2025,4/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c16051743fb07590/media,528.3358,341816
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/df24c6c878ec449d/media,433.6829,280577
Andersen Corporation,4/1/2025,YouTube,Video,4/5/2025,4/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d6ac52b782a22cec/media,331.5211,214487
Andersen Corporation,4/1/2025,Desktop Video,Video,4/23/2025,4/23/2025,https://s3.amazonaws.com/YM_Ads/ztVS7SoycJC9DBF1LV2Tjw.mp4,2163.4387,149716
Andersen Corporation,4/1/2025,YouTube,Video,4/4/2025,4/23/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ea1cb5a329c9a7b6/media,752.6672,486947
Andersen Corporation,4/1/2025,YouTube,Video,4/5/2025,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f94c19c96d69dc7b/media,1109.9556,718100
Andersen Corporation,4/1/2025,Instagram,Reel Post,12/24/2024,5/30/2025,https://s3.amazonaws.com/YM_Ads/2162815555848018005.png,1060.2661,139641
Andersen Corporation,4/1/2025,YouTube,Video,4/2/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/97549bba6a280632/media,352.315,227936
Andersen Corporation,4/1/2025,OTT,Video,4/10/2025,5/10/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/15240c72211c41b4/media,13213.7407,486697
Andersen Corporation,4/1/2025,Instagram,Photo Post,4/1/2025,4/27/2025,https://s3.amazonaws.com/YM_Ads/-7143974242058997027.png,124.1896,16356
Andersen Corporation,4/1/2025,OTT,Video,3/4/2025,4/25/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4d35b5247ab5f493/media,10587.283,392576
Andersen Corporation,4/1/2025,Instagram,Reel Post,11/14/2024,6/1/2025,,259.5324,34182
Andersen Corporation,4/1/2025,OTT,Video,4/17/2025,4/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6dddf6bb27d2c36b/media,15945.667,668448
Andersen Corporation,4/1/2025,YouTube,Video,4/11/2025,4/11/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/dcda4638f6df0174/media,24.4763,15835
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/30/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/bcb4809f981b049c/media,938.3969,607110
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/17/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6afd31ebf85a115a/media,1578.3784,1021153
Andersen Corporation,4/1/2025,Desktop Display,HTML5,6/21/2024,5/12/2025,https://s3.amazonaws.com/YM_Ads/koUPDlZm9IAyfq7GJZ1cIQ.png,477.5904,139920
Andersen Corporation,4/1/2025,Instagram,Story Post,1/19/2024,4/26/2025,,128.31,16899
Andersen Corporation,4/1/2025,YouTube,Video,4/12/2025,4/26/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/6cf0cf8fb7be5cab/media,50.1567,32450
Andersen Corporation,4/1/2025,Instagram,Reel Post,3/9/2024,4/22/2025,https://s3.amazonaws.com/YM_Ads/-5543168253690609040.png,128.2769,16895
Andersen Corporation,4/1/2025,OTT,Video,4/3/2025,5/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5d863fdc342b3ca0/media,21157.9597,884155
Andersen Corporation,4/1/2025,Desktop Display,HTML5,6/19/2024,5/16/2025,https://s3.amazonaws.com/YM_Ads/DHjk4NYLSES1j1vggtcNsA.png,2326.0324,769701
Andersen Corporation,4/1/2025,Facebook,Photo Post,4/1/2025,4/27/2025,https://s3.amazonaws.com/YM_Ads/-7143974242058997027.png,128917.7598,19348091
Andersen Corporation,4/1/2025,Facebook,Photo Post,2/9/2025,5/31/2025,https://s3.amazonaws.com/YM_Ads/-3771937274229214438.png,584.8543,87775
Andersen Corporation,4/1/2025,OTT,Video,4/7/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/53d42ede07a1f246/media,26077.0725,1060029
Andersen Corporation,4/1/2025,Facebook,Photo Post,4/27/2025,6/1/2025,https://s3.amazonaws.com/YM_Ads/-7172226440413423047.png,7223.6613,1084129
Andersen Corporation,4/1/2025,OTT,Video,3/3/2025,5/22/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/d2a548ada6249833/media,52018.8093,2040603
Andersen Corporation,4/1/2025,YouTube,Video,4/5/2025,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/957607e6dd21c02c/media,2029.8,1313200
Andersen Corporation,4/1/2025,YouTube,Video,4/14/2025,4/14/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/e2406e9b5828e758/media,23.9862,15518
Andersen Corporation,4/1/2025,OTT,Video,4/3/2025,4/21/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4b137cea148e1c8b/media,20162.0898,644064
Andersen Corporation,4/1/2025,YouTube,Video,3/3/2025,4/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/768ec0c34a2295ff/media,24.9655,16152
Andersen Corporation,4/1/2025,YouTube,Video,4/2/2025,4/13/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9e4f49138ca165f1/media,50.3268,32560
Andersen Corporation,4/1/2025,OTT,Video,3/25/2025,4/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/aa4bec96219f7a5b/media,8543.0605,358128
Andersen Corporation,4/1/2025,OTT,Video,4/10/2025,5/6/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/86f04b55ba0b2d8e/media,30640.678,1236810
Andersen Corporation,4/1/2025,YouTube,Video,2/9/2025,4/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b6527a80943a1a77/media,23.4739,15187
Andersen Corporation,4/1/2025,YouTube,Video,4/2/2025,4/26/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/c1d5f2a4f5cc9acf/media,50.8242,32882
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f5808187b19e4edc/media,14533.588,9402698
Andersen Corporation,4/1/2025,OTT,Video,3/10/2025,4/9/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/070f7172afcbaf9f/media,2497.1387,104680
Andersen Corporation,4/1/2025,YouTube,Video,4/8/2025,4/18/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/ad641f72d125236f/media,101.2763,65523
Andersen Corporation,4/1/2025,YouTube,Video,4/6/2025,4/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/f2c257737ad61753/media,761.2222,492482
Andersen Corporation,4/1/2025,YouTube,Video,4/4/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/767489695db634aa/media,859.8912,556323
Andersen Corporation,4/1/2025,YouTube,Video,4/1/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/5d8734f9386873fc/media,4519.5616,2923989
Andersen Corporation,4/1/2025,YouTube,Video,4/28/2025,4/28/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/20a476b997bd565b/media,24.8907,16103
Andersen Corporation,4/1/2025,Instagram,Unknown Post Type,2/9/2025,5/1/2025,,136.1472,17931
Andersen Corporation,4/1/2025,OTT,Video,4/9/2025,5/20/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4cbb2bddb4fb5a78/media,78782.9518,2766939
Andersen Corporation,4/1/2025,YouTube,Video,3/25/2025,4/29/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/4d35b5247ab5f493/media,24.7609,16019
Andersen Corporation,4/1/2025,OTT,Video,4/5/2025,4/5/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/9adcccc81f188a0c/media,5562.1748,233168
Andersen Corporation,4/1/2025,OTT,Video,2/6/2025,4/2/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/8f8e99fccb260740/media,5237.7715,219568
Andersen Corporation,4/1/2025,Instagram,Story Post,4/5/2025,4/27/2025,,133.6499,17602
Andersen Corporation,4/1/2025,OTT,Video,4/14/2025,5/1/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/b728583f33c357b5/media,1150.6993,36758
Andersen Corporation,4/1/2025,OTT,Video,4/16/2025,5/24/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/02c44d10f5c8ea5d/media,18097.6973,743781
Andersen Corporation,4/1/2025,YouTube,Video,7/12/2023,4/15/2025,https://x-ad-assets.s3.amazonaws.com/media_asset/72b7907d9e7e88b5/media,48.6006,31442
